Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
66d20580bff201506aa9b74e,5b29585924931e0001198e11,APPROVED,Not Applicable,2024-08-30T17:46:55.337000Z,2024-08-30T17:55:08.908000Z,2024-08-30T19:48:48.363000Z,2024-08-30T17:56:03.799946Z,494.0,6B57058C,717,42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
66d20581360ab94fce6cd35b,6040bf5f7ef1082f7a904358,APPROVED,Not Applicable,2024-08-30T17:48:45.588000Z,2024-08-30T17:53:15.179000Z,2024-08-30T19:48:49.297000Z,2024-08-30T17:53:15.876203Z,270.0,6B57058C,173,23,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
66d20581fd92b6b9801dea2f,66476157dbf12ebc5578b8da,APPROVED,Not Applicable,2024-08-30T17:47:48.893000Z,2024-08-30T17:56:11.941000Z,2024-08-30T19:48:49.692000Z,2024-08-30T17:56:59.568187Z,504.0,6B57058C,203,47,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
66d205827df3118fa7f0cc47,6655e4f304ea91b8ecb46edc,APPROVED,Not Applicable,2024-08-30T17:48:17.017000Z,2024-08-30T17:52:32.569000Z,2024-08-30T19:48:50.058000Z,2024-08-30T17:52:33.597448Z,256.0,6B57058C,364,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66d20582b723286050dc5b57,5b189bdd44127b00013f9c7a,APPROVED,Not Applicable,2024-08-30T17:46:55.442000Z,2024-08-30T17:51:36.711000Z,2024-08-30T19:48:50.460000Z,2024-08-30T17:51:37.215315Z,282.0,6B57058C,1837,28,Female,White,United States,United States,United States,English,No,Full-Time
66d205834793171b62476471,66c0056cfd3d526251dc32e7,APPROVED,Not Applicable,2024-08-30T17:46:59.582000Z,2024-08-30T17:55:53.373000Z,2024-08-30T19:41:47.226000Z,2024-08-30T17:56:31.277527Z,534.0,6B57058C,102,62,Male,White,United States,United States,United States,English,No,Full-Time
66d20583c0bb0c554aabdb2c,54aefa06fdf99b09c01b37f4,APPROVED,Not Applicable,2024-08-30T17:46:55.308000Z,2024-08-30T17:50:27.153000Z,2024-08-30T19:48:50.789000Z,2024-08-30T17:50:27.901563Z,212.0,6B57058C,1963,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
66d20584a5e9c495a20ba416,66477973c4c0afec33a56d7f,APPROVED,Not Applicable,2024-08-30T17:46:53.476000Z,2024-08-30T17:51:47.010000Z,2024-08-30T19:48:51.126000Z,2024-08-30T17:51:47.693541Z,294.0,6B57058C,52,63,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66d205850935e704974d8793,66c61da85ce292620cec3698,APPROVED,Not Applicable,2024-08-30T17:46:48.658000Z,2024-08-30T17:50:15.305000Z,2024-08-30T19:41:47.657000Z,2024-08-30T17:50:15.916226Z,207.0,6B57058C,72,24,Male,White,United States,United States,United States,English,No,Full-Time
66d205856bacb495626ec721,5e30dc949b1c9a0e5c6e3b4c,APPROVED,Not Applicable,2024-08-30T17:47:05.982000Z,2024-08-30T17:54:35.321000Z,2024-08-30T19:48:51.530000Z,2024-08-30T17:55:20.926134Z,450.0,6B57058C,2358,27,Female,Black,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
